time,price
2024-09-25 17:44:11,
2024-09-25 17:44:11,
2024-09-25 17:44:11,test
2024-09-25 17:44:11,
2024-09-25 17:44:11,swathi
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
2024-09-25 17:44:11,63489.82
